j=1.0
-0.32872
-0.32982
-0.3342
-0.3294
-0.32993
-0.33048
-0.32908
-0.3285
-0.31688
-0.32999
-0.32451
-0.32771
-0.32872
-0.32997
-0.33069
-0.33119
-0.32927
-0.33303
-0.32926
-0.33017
