j=1.5
0.5118
0.50767
0.50523
0.51305
0.50289
0.51078
0.50541
0.50711
0.50789
0.50505
0.50964
0.50356
0.50519
0.51064
0.50464
0.50776
0.50634
0.51172
0.50873
0.51113
