j=1.5
-0.34309
-0.33442
-0.32799
-0.33934
-0.32495
-0.34188
-0.32679
-0.32759
-0.33325
-0.32911
-0.33937
-0.32772
-0.32864
-0.33774
-0.32598
-0.33234
-0.32909
-0.34162
-0.32802
-0.33958
