j=0.5
-0.33361
-0.32997
-0.33386
-0.33023
-0.33367
-0.33471
-0.33291
-0.33556
-0.33628
-0.33347
-0.33247
-0.33631
-0.33172
-0.3362
-0.33728
-0.33263
-0.33681
-0.33127
-0.3347
-0.33514
