j=1.0
0.51088
0.51138
0.51215
0.51095
0.51203
0.50995
0.5134
0.50959
0.511
0.51334
0.51074
0.5134
0.51016
0.51256
0.51013
0.5107
0.51194
0.5111
0.51145
0.51111
