j=1.0
-0.33382
-0.33591
-0.33427
-0.3361
-0.33541
-0.33019
-0.33451
-0.32808
-0.33303
-0.3371
-0.3324
-0.33685
-0.3312
-0.33618
-0.331
-0.33363
-0.33383
-0.33197
-0.3331
-0.33482
