j=0.5
-0.33805
-0.33332
-0.33793
-0.33564
-0.33187
-0.3371
-0.33387
-0.33469
-0.33666
-0.33544
-0.3341
-0.33449
-0.33296
-0.33386
-0.33429
-0.33469
-0.33621
-0.33434
-0.33604
-0.33404
