j=1.5
-0.33933
-0.33764
-0.34025
-0.33232
-0.33246
-0.32704
-0.32622
-0.32993
-0.33034
-0.33972
-0.32622
-0.33536
-0.32328
-0.32951
-0.3317
-0.32074
-0.32415
-0.3339
-0.32109
-0.33264
