j=1.5
0.54878
0.54847
0.54785
0.53992
0.54536
0.5463
0.54333
0.53976
0.54478
0.54917
0.5423
0.53949
0.54148
0.54571
0.54438
0.53399
0.54188
0.54819
0.54008
0.53958
